target_start_utc,decision_time_utc,realised_price_gbp_mwh,frozen_prediction_gbp_mwh,previous_settlement_day_reference_gbp_mwh,v26_short_residual_mean_gbp_mwh,v26_long_residual_mean_gbp_mwh,v26_gate_reason,v26_correction_gbp_mwh,v26_prediction_gbp_mwh,row_sha256,chain_sha256
2026-08-22T20:30:00Z,2026-08-22T18:30:00Z,155.130000000,153.676556954,141.950000000,-1.247987688,-1.801796182,CONSENSUS_CLIPPED_CORRECTION,-1.247987688,152.428569266,86fa4006e0f04060588249c4b9d67fd91f916ac04ff307a67e818635d35f1bd5,992d0f604880eb16c119c54172512a500505bb2aa80c7762f967985485de8174
2026-08-22T21:00:00Z,2026-08-22T19:00:00Z,143.390000000,150.245958811,140.250000000,1.439485260,-1.920523801,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,150.245958811,71495730ed3b0bd44e596efd4592439ef7af548eb993607d81184ce5805205a9,49cc9148d1756ff1fce3bdcac5f8f9405850cf516b0c701215e81121a7677f9d
2026-08-22T21:30:00Z,2026-08-22T19:30:00Z,146.230000000,138.157899227,135.370000000,5.382267603,-2.026199107,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,138.157899227,7fbc4776c3dc6311ffd1754303dda8a1aa9fb4aa6da8fa198097c5d09a1db547,f60e165c4138fe932b54e743f229ffc800c2762fdc0e3a41289ef20f7b975475
2026-08-22T22:00:00Z,2026-08-22T20:00:00Z,132.520000000,133.273914897,131.740000000,8.461606371,-2.238598708,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,133.273914897,3505790e10f0c6616192ee1c0c60c1213f36044866aa648fcd95990c5285e429,6f129c28ccac5bb3cf8bee6522dcab5ac67d2c0e6f87415bbbb7b8107aad1fda
2026-08-22T22:30:00Z,2026-08-22T20:30:00Z,129.150000000,138.330583448,127.910000000,12.008986577,-2.371513182,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,138.330583448,1e049b6b6504d16b5ca4c35ca6a22878cb50bb271589f564f718218944d6aced,808e00fec33c5ab4aa6868c6cc6ffd1131b9f9dba37d32e7272d908990acfe73
2026-08-22T23:00:00Z,2026-08-22T21:00:00Z,132.850000000,132.852557996,121.560000000,14.396019390,-2.469139623,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,132.852557996,5d0deb7afd5a621ed505343a1bd506742e1bb82a2cfb5fc8421b47520beda0ed,3a26a3b1218c48b4d2c19403a15009a79c1ae0e7e06a1c95d5015eff6cff9a95
2026-08-22T23:30:00Z,2026-08-22T21:30:00Z,129.760000000,118.727732292,120.030000000,16.289856009,-2.706569809,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,118.727732292,1455924828d7d8dca9d4c055044d3eee5de90ca2c73b6e79571975954a05a7d0,3b410606ff6db258e0ae362048d9580fd29288735909ea567c6baaa6a90ae61b
2026-08-23T00:00:00Z,2026-08-22T22:00:00Z,131.040000000,126.662289736,123.860000000,17.196595905,-2.652578429,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,126.662289736,9e679f80d0ddf1435634a1e7e22aa2f2c1d6d0e0e083c5272561fa0bce956f9c,1132836bbbb84bb71a81b93d50313b4e8d9eb918e1b940f9c991138cd3d167a9
2026-08-23T00:30:00Z,2026-08-22T22:30:00Z,131.240000000,109.844530821,123.730000000,13.809385866,-2.613149522,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,109.844530821,37a1f7c882eb9c1deb786b8432fa00ab06d0a437ecaa879f2dcb263b13c9b6f5,a14c4383c5ff8c7a503907dd31e7231120901727c9b05cbac2dc7a8909172247
2026-08-23T01:00:00Z,2026-08-22T23:00:00Z,129.930000000,111.977106851,115.680000000,10.133564181,-2.730090793,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,111.977106851,151e24d3381a9bcc0adac197f16f8215a59d7777a026e877339c750a0213339a,f0b0eba6c551157d62e217994ab6772f41717d4861bc07bc2c9395d85b2dd19e
2026-08-23T01:30:00Z,2026-08-22T23:30:00Z,130.390000000,119.201442175,114.340000000,6.376349015,-2.604251231,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,119.201442175,832c835b5566ec17815d896680a4fa7c6a8d590962c391743e41c6a5de4ae8fb,3e592852777911bffc9e3a2476c3fe0a2840b210b5c0ea7c3a5f1e5321fc3151
2026-08-23T02:00:00Z,2026-08-23T00:00:00Z,128.320000000,116.196728553,106.990000000,2.828190187,-2.502176937,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,116.196728553,8de7c1d1d2b578b9796cd74d30bc87828e9a5ed4537912809a194e1d7bbde384,a106735030ce3c9d2ba9972b33e2ca820c7cd28536cae1d596c750638d9ff71f
2026-08-23T02:30:00Z,2026-08-23T00:30:00Z,129.710000000,119.917527592,104.010000000,0.517306861,-2.407611430,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,119.917527592,eda0454886b0d52fda6ad810aee48645cb165f850aa2b7d75020365b3a6f046f,d58f9faddb277b744e1db925a79fafeab2708c1555d21f11578dafe14030e866
